72;PROV-LG PALAIS PROVINCIAL;Place Saint-Lambert;Liège;4020;situé à l'accueil.;5.5733364214;50.645770466
73;PROV-LG SERVICE DES BÂTIMENTS;Fond Saint Servais 12;Liège;4000;"situé derrière l'accueil dans le local ""reproduction""";5.5699118999;50.6465708
74;PROV-LG MAISON DES SPORTS;Rue des Prémontrès 12;Liège;4020;situé dans le hall d'accueil au rez-de-chaussée.;5.5740733000;50.6380579
75;MAISON DE LA QUALITÉ DE LA VIE;Blvd. De la Constitution 19;Liège;4020;situé au 1er étage dans le bureau;5.5834419000;50.6431799
76;"PROV-LG SITE ""CHARLEMAGNE""";Place de la République française 1;Liège;4000;situé à l'accueil, au secrétariat direction générale.;5.5719904999;50.6434346
77;PROV-LG SERVICE TECHNIQUE;Rue Darchis 33;Liège;4020;situé au 2ème étage dans le bureau du directeur Mr Delvaux.;5.5674521999;50.6372307
78;PROV-LG AFFAIRES CULTURELLES;Rue des Croisiers 15;Liège;4000;situé au 1er étage au centre d'accueil.;5.5754406999;50.6391623
79;PROV-LG COMPLEXE SPORTIF NAIMETTE-WHOVÉMONT;Bd. Léon Philippet 83;Liège;4000;situé au 1er étage à l'entrée de la cafétaria.;5.5573534000;50.6531744
80;PROV-LG CENTRE DE RÉADAPTATION AU TRAVAIL;Route de Dinant 119;Abée-Scry;4557;situé au 1er étage à l'infirmerie;5.5830300000;50.64154
81;CENTRE RÉGIONAL D'ENTRAINEMENT AU FOOTBALL;Route de Dinant 119;Liège;4020;situé au rez-de-chaussée dans le local infirmerie;5.5830300000;50.64154
82;PROV-LG INSTITUT D'ENSEIGNEMENT SECONDAIRE PARAMÉDICAL DE VERVIERS;Avenue Peltzer 40;Verviers;4800;situé au 1er étage dans le bureau du secrétariat SIS.;5.8544057999;50.582915
83;HOTEL VILLE LIEGE;Place du Marché 2;Liège;4000;N/A;5.5758210999;50.6456008
84;CITÉ ADMINISTRATIVE;Potierue 5;Liège;4000; accessible du lundi au jeudi de 8h30 à 12h30 et de 14h à 16h Le vendredi de 8h30 à 12h30;5.5785966398;50.646010121
85;ILOT SAINT GEORGES;Quai de la Batte 10;Liège;4000;N/A;5.5804081999;50.645662599
86;GRAND MUSÉE CURTIUS;Féronstrée;Liège;4000;&gt &gt  De 10h00 à 18h00 : Du lundi au dimanche et jours fériés. &gt &gt  Fermé le mardi.;5.5833220685;50.647083807
87;BATIMENT DES TRAVAUX;Rue de Namur 2;Liège;4000;N/A;5.5741325999;50.6194731
88;GARE DES GUILLEMINS;Place des Guillemins 2;Liège;4000;N/A;5.5670260476;50.624676997
89;PROV-LG MUSÉE DE LA VIE WALLONNE;Cours des mineurs;Liège;4000;situé au rez-de-chaussée à l'accueil.;5.5759562981;50.647119993
90;CENTRE ADEPS BLANC GRAVIER;Allée des Sports 63;Liège;4000;situé dans le local des chefs d'activités;5.5690988000;50.5772729
91;AXA AVROY;Blvd. D'Avroy 37/39;Liège;4000;situé au 1er étage dans la zone B15;5.5687238000;50.6379183
92;AXA LIEGE;Blvd. Audent 12 -14;Liège;4000;situé au rez-de-chaussée dans le local premier secours;5.5628874000;50.635075699
93;RSVZ INASTI;Rue des Guillemins 113;Liège;4000;situé au rez-de-chaussée à l'accueil;5.5665692000;50.626953699
94;CBC BANQUE;Boulevard Piercot 35/39;Liège;4000;situé au 2ème étage dans la salle commune des employés;5.5697434999;50.6353508
95;CORA;Chaussée de Tongres 269;Rocourt;4000;N/A;5.5448407000;50.669528199
96;MITTAL TAILORED BLANK;Rue de l'Avouerie 7;Liège;4000;situé dans le local infirmerie;5.5512436999;50.6120002
97;INFRABEL ESPACE GUILLEMINS;Rue des Guillemins 26;Liège;4000;situé au 7ème étage;5.5679543999;50.6290919
98;UNIVERSITÉ DE LIEGE SUPHT;Allée du 6 Août, 3;Liège;4000;situé dans le Bâtiment B12b au rez-de-chaussée dans le local 0/6;5.5657057999;50.5835997
99;CEVORA VZW;RUE COTE D'OR 68;Liège;4000;situé au 1er étage au secrétariat;5.5577266000;50.6119891
100;INTEGRALE CCA;Place St. Jacques 11;Liège;4000;situé au 10ème étage bureau de droite;5.5698605999;50.6379748
101;PARKING CITÉ;Quai de la Goffe 13;Liège;4000;situé au dispatching du parking;5.5780425000;50.6453675
102;ONEM LIEGE;Rue Natalis 49;Liège;4020;situé à proximité de l'accueil;5.5823691497;50.630238030
103;CENTRE SPORTIF VILLE DE LIEGE;Rue de l'Ourthe 1;Liège;4020;situé au le local des maîtres nageurs dans l'armoire;5.5827216999;50.6384021
104;L'ACCUEIL CENTRE HOSPITALIER SPÉCIALISÉ;Rue du Doyard 15;Lierneux;4990;situé dans le véhicule de 1ère intervention.;5.7863245999;50.2874163
105;IMERYS;Rue de Canal 2;Lixhe;4600;situé au rez-de-chaussée dans le bureau de l'usine /situé rue du canal 4 au rez-de-chaussée dans le bureau administratif;5.6739989000;50.7561195
106;INFRABEL SIEGE AI 41;Rue Aily 1;Loncin;4431;situé au rez-de-chaussée à l'entrée principale;5.5039950999;50.66099
107;CENTRE SPORTIF MARCHIN;Place de Belle-Maison 2;Marchin;4570;situé à l'entrée à gauche;5.2253560000;50.4808035
108;PROV-LG INSTITUT D'ENSEIGNEMENT SECONDAIRE SPÉCIALISÉ;Rue Paul d'Andrimont 24;Micheroux;4630;situé au rez-de-chaussée dans le couloir face au bureau de la directrice.;5.7122987000;50.6245838
109;GALLIKER TRANSPORTS;Avenue du Parc Industriel;Milmort;4041;N/A;5.5769414000;50.6907049
110;CARMEUSE MOHA;Rue du Val Notre Dame 300;Moha;4520;situé dans la cabine des operateurs fours;5.1792427999;50.555204499
111;MOSACIER;Rue Ernest Solvay 376;Montegnée;4420;N/A;5.5380188999;50.6119882
112;ETABLISSEMENT DEFENSE SOCIALE;Route de Glons 1;Paifve;4452;N/A;5.5241350000;50.7344221
113;PACARBEL;Avenue Ernst 4;Petit-Rechain;4800;situé au rez-de-chaussée à l'entrée de l'usine;5.8314960999;50.6229135
114;PROV-LG CENTRE NATURE DE BOTRANGE;Route de Botrange 131;Robertville;4950;situé à l'accueil au comptoir.;6.1063014999;50.490413
115;HABITATION SOCIALES SAINT NICOLAS;Rue des Charbonnages 95;Saint Nicolas;4420;situé à l'entrée clientèle;5.5297878999;50.6434653
116;HOTEL VILLE SAINT VITH;Haupstrasse, 43;Saint Vith;4780;situé au rez-de-chaussée dans le bureau de l'accueil;6.1304559999;50.2797224
117;PROV-LG DIRECTION DE L'ENSEIGNEMENT DGEPL;Rue du Commerce 14;Seraing;4100;situé dans le grand hall au local d'accueil.;5.5081179999;50.6129861
118;PROV-LG ESPACE FRANCISCO FERRER;Rue Peetermans 80;Seraing;4100;situé à l'accueil.;5.5101591999;50.611725799
119;CENTRE EUROPEEN POUR LA SECURITE;Rue G. D'Orange 168;Seraing;4100;situé dans le bâtiment administratif au hall d'accueil;5.5288080999;50.6024427
120;ENGENEERING STEEL BELGIUM;Rue de l'Environnement 8;Seraing;4100;situé au 1er étage à proximité du four électrique;5.5220500000;50.615849999
121;MITTAL CMI;Avenue Greiner 1;Seraing;4100;situé au rez-de-chaussée dans le hall n°5 au milieu;5.5182592999;50.616706
122;OMNISPORT MICHEROUX CHAPELLE;Rue sur les Keyeux 1;Soumagne;4630;situé au rez-de-chaussée près de la cafétaria;5.7198055999;50.6253744
123;OMNISPORT SOUMAGNE;Place de la Gare 1;Soumagne;4630;situé au rez-de-chaussée près de l'infirmerie;5.7909075000;50.6422857
124;CENTRE CULTUREL;Rue Pierre Currie 36;Soumagne;4630;situé au rez-de-chaussée à proximité de la porte de la cuisine;5.7486718000;50.610677499
125;ÉCOLE D'HÔTELERIE SPA;avenue Reine Astrid, 250;Spa;4900;situé au fond du 1er étage dans le pavillon administratif.;5.8445329999;50.4897326
126;ADEPS LA FRAINEUSE;Avenue Amédée Hesse 41;Spa;4900;situé au rez-de-chaussée dans le local pédagogique;5.8807389999;50.497862
127;SPA MONOPOLE N.V.;Rue Auguste Laporte 34;Spa;4900;situé à l'infirmerie;5.8594425999;50.4900751
128;SPRIMOGLASS;Rue de Louveigné 94-96;Sprimont;4140;situé au rez-de-chaussée dans l'atelier de l'usine;5.6803502999;50.5078165
129;NMC;Rovert 10;Eynatten;4731;N/A;6.0805748000;50.6799124
130;NOMACORC;Chemin de Xhénorie 7;Thimister-Clermont;4890;situé à proximité de l'infirmerie;5.8755916999;50.6317073
131;ELECTRABEL;Avenue de l'Industrie 1;Tihange;4500;situé au niveau 0 dans le bâtiment administratif /situé au niveau 4 dans la salle des commandes POSITION 3 : situé au niveau 0 dans le local EPI POSITION 4 : situé au niveau 5 dans la salle des commandes;5.2662709999;50.531653000
132;ÉCHEVINAT AFFAIRES SOCIALES;Rue des Combattants 26;Vaux-sous-chèvremont;4051;situé au rez-de-chaussée à proximité de l'entrée;5.6325511999;50.6016803
133;PROV-LG ECOLE POLYTECHNIQUE;Rue Aux Laines 69;Verviers;4800;situé à l'accueil.;5.8550202999;50.589138299
134;PRISON DE VERVIERS;Chaussée de Heusy 83;Verviers;4800;situé au 3ème étage à l'infirmerie;5.8642525000;50.58834
135;DEPAIRON;Rue de Limbourg 77-79;Verviers;4800;situé au rez-de-chaussée à l'infirmerie;5.8805313000;50.6008891
136;ONEM VERVIERS;Galerie des 2 Places - Place Verte 12;Verviers;4800;situé à l'accueil;5.8613732000;50.592661799
137;LONZA;Avenue des biolleux 19;Verviers;4800;N/A;5.8397486000;50.621616300
138;PRECICARB;Avenue des biolleux 3;Verviers;4800;N/A;5.8373222000;50.6227978
139;ATELIERS HUBERT GERKEN;Avenue du Parc;Verviers;4800;situé au rez-de-chaussée dans le bureau;5.8379700000;50.62477
140;INFRABEL SIEGE AI 42;Rue de Bruxelles 4;Verviers;4800;N/A;5.8550460000;50.5875288
141;BOEHRINGER INGELHEIM;Rue des Biolleux 2;Verviers;4800;situé dans le local 2.0.27 infirmerie;5.8332015999;50.6226172
142;FERME DE PALOGNE;Rue de la Bouviere 1;Vieuxville;4190;situé dans le local derrière la réception - accueil.;5.5495025999;50.394102
143;BASE;Rue de l'avenir 1;Villers-le-Bouillet;4530;N/A;5.2663780999;50.583056100
144;HALL DES SPORTS;Rue de Waremme 17;Villers-le-Bouillet;4530;N/A;5.2682178999;50.5688433
145;FONDERIE G. FALLAIS;Rue de Waremme 123;Villers-le-Bouillet;4530;situé au niveau 0 à l'entrée du local entretien;5.2600967999;50.5836536
146;PISCINE VISÉ;Porte de Lorette 15;Visé;4600;situé à proximité du bassin de natation;5.6977171999;50.7331823
147;OMNISPORT VISÉ;Rue de Berneau 30;Visé;4600;situé dans le hall d'entrée de la grande salle;5.7081130999;50.73749
148;EMERSON CLIMATE TECHNOLOGIES;Rue des Trois Bourdons 27;Waimes;4950;situé dans le bâtiment principal /situé dans le bâtiment machining;6.1115604000;50.414891399
149;HALL DES SPORTS WANZE;Rue Géo Warzée 19;Wanze;4520;N/A;5.2141010999;50.534476
150;PISCINE WANZE;Rue Moucousin 26;Wanze;4520;N/A;5.2120833000;50.533210800
151;PROV-LG INSTITUT D'ENSEIGNEMENT SECONDAIRE SITE DE WAREMME (IPES);Rue de Huy 123;Waremme;4300;situé au rez-de-chaussée dans le bureau du secrétariat.;5.2497399000;50.687051399
152;PROV-LG INSTITUT D'ENSEIGNEMENT SECONDAIRE SITE HESBAYE (IPES);Rue de Sélys-Longchamps, 35;Waremme;4300;situé au rez-de-chaussée dans le bureau de l'économe.;5.2452674999;50.6927532
153;MÖLNLYCKE;Parc industriel Chaussée romaine 176;Waremme;4300;situé dans le couloir des employées à la distribution /situé dans la salle des serveurs informatiques;5.2671777000;50.6930229
154;HOTEL VILLE WAREMME;Rue Joseph Wouters 2;Waremme;4300;situé dans le hall d'entrée;5.2567840000;50.698060899
155;COMMUNE DE WASSEIGES;Rue du Baron d'Obin 143;Wasseiges;4219;situé au rez-de-chaussée;5.0008910999;50.6240078
156;TDG MOND;Rue de l'Industrie 14;Welkenraedt;4840;situé à l'accueil chauffeur TSA;5.9748136000;50.6535647
157;MITTAL OUGRÉE;Rue trasenster 21;Ougrée;4100;situé dans le bâtiment accident du travail. Tout droit après franchissement d'une grande barrière verte. Le DEA se trouve dans le sac de premier secours (demandez au guichet).;5.5368677999;50.6063605
158;BRUXELLES NORTH STATION;RUE DU PROGRES, 76;Bruxelles;1030;N/A;4.3599447000;50.861289799
159;BRUXELLES CENTRAL STATION;CARREFOUR DE L'EUROPE, 2;Bruxelles;1000;N/A;4.3562534999;50.845543199
160;BOREALIS POLYMERS;industrieweg 148;Beringen;3583;N/A;5.1783582000;51.0712605
161;GEMEENTEHUIS;Schoolstraat 115;Voeren;3798;N/A;5.7599612999;50.759688300
162;MAISON CROIX-ROUGE LES 2 GETTE;Rue de PIétrain 5b;Jodoigne;1370;N/A;4.8728320999;50.7244688
163;LES GRANDS PRÉS;Place des grands prés 1;Mons;7000;N/A;3.9308426999;50.455985700
164;GEMEENTE REMERSDAAL;Dorpstraat;Remersdaal;3791;POSITION : kerk - bushalte;5.8808477999;50.731530799
165;GEMEENTE SINT PIETERS;Dorpstraat;Voeren;3792;POSITION : tegenover kerk/bushalte;5.7118430000;50.7571277
166;GEMEENTE MOELINGEN;Dorpstraat;Moelingen;3790;POSITION : kerkhofmuur - ingang kerk;5.7112727999;50.7572054
167;GEMEENTE TEUVEN;Gieveldstraat 1;Teuven;3793;POSITION : oude pastorie;5.8762427000;50.7520063
168;GEMEENTE SINT MARTENS;Kwinten 36;Voeren;3790;"POSITION : Cult. Centrum ""Het Veltmanshuis""";5.8135948000;50.7495006
169;SPORTOASE EBURONS DOME;Vrijheideweg 9;Tongeren;3700;POSITION : EHBO zwembad gelijkvloers;5.5168201999;50.7881759
170;IDEWE;Kunstlaan 16;Hasselt;3500;POSITION : wachtruimte medisch circuit;5.3469033000;50.9269763
171;CHEVRON PHILLIPS CHEMICALS N.V.;Fabriekstraat 5;Tessenderlo;3980;POSITION : technisch gebouw, EHBO, glkvl;5.1025275249;51.064671149
172;HOTEL RESIDENCE STIEMERHEIDE;Wiemesmeerstraat 105;Genk;3600;POSITION : receptie-glkv;5.5523680999;50.9701476
173;CENTER PARCS DE VOSSEMEREN;Elzen 145;Lommel;3920;POSITION : EHBO Aqua Dome      07h30 - 21h30;5.3285696000;51.2570463
174;MEDISCH CENTRUM HUISARTSEN;Stift 2;Bree;3960;POSITION : glkvl;5.5945853000;51.1429752
175;PROVINCIEDOMEIN KESSEL LO;ingang Katjeswilgenlaan;Kessel-Lo;3010;POSITION : EHBO zwembad 1/5 - 15/9;4.7180743428;50.893612595
176;CENTER PARCS ERPERHEIDE;Erperheidestraat 2;Peer;3990;POSITION : zwembad, erna reception    07-22h;5.5036761999;51.1294762
177;STADHUIS HERK-DE-STAD;Pikkeleerstraat 14;Herk-De-Stad;3540;POSITION : uitleentoestel manifestaties;5.1660812000;50.9353977
178;SPORTHAL SCHULEN;Manestraat 86;Herk-De-Stad;3540;POSITION : gevel inkom;5.1900081999;50.9502423
179;GEMEENSCHAPSCENTRUM;Markt 2;Herk-De-Stad;3540;POSITION : gevel inkom;5.1651831000;50.9407163
180;GEMEENTELIJKE SPORTHAL;Weg nr. Bree 2;Opglabbeek;3660;POSITION : hal, glkvl;5.5852503999;51.0464025
181;DONORCENTRA GENK;Schiepse Bos 4;Genk;3600;POSITION : inkom;5.5200082000;50.9584591
182;PZ LIMBURG;Boomkensstraat 303;Hasselt;3500;POSITION : inkom;5.3255126000;50.918111
183;LAGERE SCHOOL BOSEIND;Lepelstraat 23;Neerpelt;3910;parking;5.4438354000;51.2240703
184;GEMEENTE NEERPELT;Dorpsstraat 15;Neerpelt;3910;POSITION : thv. KBC;5.4843266000;51.226659800
185;SPORTCENTRUM DOMMELHOF;Toekomstlaan;Neerpelt;3910;"POSITION : gelijkvloers <em style=""font-weight: bold  font-style: normal  color: #000000  font-family: arial, sans-serif  font-size: small  line-height: 16px "">secretariaa</em><em style=""font-weight: bold  font-style: normal  color: #000000  font-family: arial, sans-serif  font-size: small  line-height: 16px "">t</em> Sportcentrum";5.4248886000;51.2320141
186;GEMEENTE NEERPELT 02;Grote Heide 14;Neerpelt;3910;POSITION : Parking kerk tgo lagere school;5.4391189000;51.2472225
187;GEMEENTE NEERPELT 03;Herent 139;Neerpelt;3910;POSITION : li naast inkom kerk;5.4489638000;51.2030525
188;GEMEENTE NEERPELT 04;Kerkstraat 19;Neerpelt;3910;POSITION : Op Marktplein naast brievenbus;5.4312198000;51.2287627
189;DOW BELGIUM BV;Havenlaan 7;Tessenderlo;3980;POSITION 1 : controlekamer ptyron   POSITION 2 : Controlekamer HDPE;5.1610809999;51.0668161
190;NIKITA NV;Daelemveld 1002;Herk-De-Stad;3540;POSITION : rechts v/d kantoren;5.1687329000;50.939241
191;STADSBESTUUR VAN GENK;Stadsplein 1;Genk;3600;hoofdingang stadhuis;5.4968645000;50.9651447
192;GEMEENTEHUIS TESSENDERLO;Markt Z/N;Tessenderlo;3980;ingang gemeentehuis;5.0883685000;51.0679976
193;HERCULES-ASHLAND;Industrieweg 150;Paal;3583;Kontrolekamer prod.proces;5.1867675999;51.0476176
194;CONCENTRA;Herkenrodesingel 10;Hasselt;3500;gelijkvl. ing. Redactie;5.3249574000;50.9434392
195;CONCENTRA 02;Industrieweg 147;Hasselt;3583;1e V. pultruimte drukhal;5.1412683999;51.0592226
196;KAUTEX;Havenlaan 12;Tessenderlo;3980;productiehal gelijkvloers;5.1624432999;51.0655996
197;GRACO NV;Slakweidestraat 31;Maasmechelen;3630;glkvl. receptie/onthaal;5.7026865999;50.9514076
